"","id","latitude","longitude"
"1400",8273873901,30.099544,-95.379556
"1401",8272270710,40.78483,-73.980195
"1402",8272270482,40.784847,-73.980259
"1403",8272177142,40.784782,-73.980259
"1404",8271109851,40.78483,-73.980152
"1405",8261763156,30.099544,-95.379556
"1407",8255365666,30.099544,-95.379556
"1408",8255365268,30.099544,-95.379556
"1409",8254273817,30.099544,-95.379556
"1410",8253255993,30.099544,-95.379556
"1411",8254216636,30.099544,-95.379556
"1413",8242298592,33.78,-84.291167
"1418",8406938220,33.773666,-84.424501
"1425",8371509183,30.099544,-95.379556
"1426",8371508775,30.099544,-95.379556
"1427",8371508361,30.099544,-95.379556
"1428",8371507969,30.099544,-95.379556
"1429",8371507169,30.099544,-95.379556
"1430",8371506919,30.099544,-95.379556
"1431",8371506711,30.099544,-95.379556
"1432",8372577582,30.099544,-95.379556
"1433",8371506043,30.099544,-95.379556
"1434",8371504999,30.099544,-95.379556
"1435",8371700016,30.099544,-95.379556
"1436",8371699444,30.099544,-95.379556
"1437",8370630747,30.099544,-95.379556
"1460",8611294769,34.377208,-89.77625
"1461",8611293469,34.377208,-89.77625
"1462",8612398946,34.377208,-89.77625
"1463",8611292323,34.377208,-89.77625
"1464",8612396976,34.377208,-89.77625
"1465",8612396220,34.377208,-89.77625
"1467",8608308308,34.377208,-89.77625
"1469",8571077913,35.778166,-78.646252
"1470",8560461759,33.450814,-86.791702
"1475",11972952354,34.145197,-83.816006
"1476",11638611666,34.145197,-83.816006
"1477",11638611286,34.145197,-83.816006
"1478",11411780915,34.145197,-83.816006
"1479",9651958946,34.147772,-83.814225
"1480",9648719865,34.147772,-83.814225
"1487",8630911113,18.745144,72.918369
"1488",8632013926,18.74513,72.918363
"1489",8632006738,18.7451,72.918352
"1490",8630896853,18.7442,72.918855
"1491",8631996136,18.74373,72.918861
"1504",8848788157,32.346998,-90.878391
"1507",8707907135,32.404711,-84.910991
"1517",9185505830,44.712772,-122.718484
"1537",47209314241,31.959408,-90.984917
"1538",14550532737,36.07125,-78.481779
"1539",14756833723,36.071215,-78.481285
"1546",9379573628,34.377208,-89.77625
"1547",9379569238,34.377208,-89.77625
"1548",9376782653,34.377208,-89.77625
"1554",9332696859,34.2545,-85.176689
"1573",9658270051,35.141376,-90.042503
"1574",9658269925,35.141376,-90.042503
"1575",9649544717,35.141376,-90.042503
"1580",9629879602,36.351333,138.6555
"1582",9597551763,35.436779,-94.34877
"1597",9529587403,34.941183,-82.410914
"1598",9527701058,29.423944,-95.261524
"1600",9507281850,38.116738,-91.166009
"1601",9502567363,43.073447,-89.48347
"1602",9502564803,43.073436,-89.48347
"1603",9502562411,43.073305,-89.483503
"1606",9463442248,38.771718,-77.051582
"1608",10001645264,34.668723,135.145654
"1610",9971455433,29.964824,-90.055875
"1614",9822478286,36.697844,-82.736706
"1619",9766089463,37.251701,-83.194068
"1622",9765985026,37.251701,-83.194068
"1625",9659708562,32.035055,-89.5238
"1626",9655652966,32.43075,-86.399552
"1629",11008108514,15.877355,108.327052
"1670",10948763223,34.772348,-86.53877
"1671",10948677794,34.772348,-86.53877
"1672",10948516295,34.772348,-86.53877
"1689",12243689683,33.440177,-86.886514
"1690",12243442235,33.439819,-86.886131
"1696",12701678033,34.411816,-84.417587
"1712",32023741314,36.157805,-86.766303
"1718",13169003945,28.747,-81.347
"1719",13103036034,38.918502,-77.106006
"1724",13922071854,31.594355,-84.205645
"1745",14715384833,34.270344,-84.751078
"1752",14484640752,36.172542,-88.118236
"1756",14215613337,32.443811,-90.122685
"1757",25085244061,39.34752,-76.109484
"1760",15536449083,41.744787,-87.559864
"1764",14572765920,31.570345,-91.403503
"1766",14747747202,39.034052,-76.238508
"1792",14462186109,34.254169,-84.067881
"1793",14668711803,34.254183,-84.067928
"1804",14861821129,35.140833,-90.041
"1811",14937823852,37.272584,-79.937821
"1812",14751612357,37.272584,-79.937821
"1813",14937806022,37.272584,-79.937821
"1814",14915162956,37.272584,-79.937821
"1818",14901834165,35.677134,-88.683013
"1820",14620171179,35.141248,-90.041082
"1821",17175374182,35.714853,-83.504408
"1829",15211017419,33.431398,-88.301756
"1830",15198188537,33.431443,-88.301144
"1831",15382914175,35.140833,-90.041
"1832",15379760131,35.140833,-90.041
"1839",15087003848,35.927111,-88.486568
"1845",15188264551,36.354467,-88.219013
"1847",15172014701,37.48235,-82.517466
"1848",14988456667,37.48235,-82.517466
"1850",14946620440,38.681102,-77.2521
"1852",22449767696,20.107602,100.513594
"1853",19445152439,35.761418,-88.182191
"1856",16267234505,40.691775,-73.765468
"1858",15497642028,34.950592,-85.297379
"1869",15402670540,36.17301,-88.27712
"1889",15267979809,34.499411,-82.001512
"1891",15452054922,34.950283,-85.29563
"1903",15898070052,35.211124,33.359298
"1909",15593955750,-28.819541,153.301227
"1921",15374861563,27.450932,-81.350498
"1936",16193748060,8.887446,76.562919
"1938",16264451205,38.988013,-76.944878
"1957",16484630576,35.229915,-81.153774
"1959",16276940588,33.773437,-84.296722
"1980",17063561660,36.786385,-88.430394
"1984",16594785174,34.377208,-89.77625
"1985",17167499001,36.786385,-88.430394
"1987",16950593958,36.786385,-88.430394
"1996",17246769210,42.096407,-88.822059
"2007",18571936733,32.337212,-90.176163
"2014",19130927176,35.302777,-81.45
"2016",19087582016,35.302797,-81.449889
"2019",18872016371,35.915586,-89.499123
"2026",20285797908,35.036207,-81.701706
"2038",20035929955,33.865705,-84.294898
"2041",19910435665,38.236553,140.817496
"2043",19821394561,34.774375,-82.362873
"2045",19681065171,38.648829,-78.604036
"2047",19616137671,29.42388,-95.261512
"2048",19574320426,39.113477,-76.864412
"2071",21268138984,36.098414,-90.528985
"2090",21508407182,37.5925,-75.7522
"2095",21032232848,35.140758,-90.040245
"2097",459435371,33.963988,-83.380694
"2105",22396627501,34.708352,135.108997
"2108",22070737372,34.170553,-83.957605
"2109",21874061499,35.646389,-82.255411
"2110",21870483598,32.834668,-83.628036
"2134",22802678331,35.633812,-82.250497
"2139",24010166956,39.929731,-75.148276
"2150",26753192584,40.457877,-79.946448
"2153",25639860320,37.434722,-82.350556
"2157",206843034,33.965746,-83.380941
"2158",47332344001,36.818612,-79.396455
"2160",27015216911,32.751748,-83.643786
"2162",26238055383,36.840717,-79.394431
"2163",26620327272,36.840665,-79.394431
"2164",26606596182,36.840133,-79.39428
"2165",26667855115,35.140785,-90.041069
"2167",25941268693,36.840133,-79.39428
"2199",29304604720,35.688774,-80.433601
"2201",27166891062,31.305871,-86.483302
"2221",27269288083,33.9608,-83.3781
"2227",32686007996,35.430428,-83.361296
"2228",31719253484,35.373357,-83.566582
"2237",28279404670,37.709899,127.089843
"2238",28496399705,40.761297,-73.82677
"2240",28393684631,33.334841,-87.793647
"2241",28393682341,33.334841,-87.793647
"2248",28170346836,30.777513,-85.55157
"2250",27584732324,34.325398,-84.386662
"2251",28096280822,34.326931,-84.386426
"2252",27584118953,34.330709,-84.382864
"2254",28144515896,38.952634,-90.193569
"2255",28060337175,35.995438,-79.054141
"2263",30555433044,33.858727,-95.506896
"2267",29197078682,33.1049,-86.8628
"2271",29136151931,33.1049,-86.8628
"2277",28568300230,34.279666,-85.386017
"2284",31884718036,35.950083,-83.914314
"2285",31884717036,35.951947,-83.914528
"2286",31774346512,35.951947,-83.914528
"2289",29841166142,35.186005,139.132622
"2291",29293006614,35.633633,-82.250948
"2300",29618510865,33.553219,-87.569253
"2303",29550734615,35.394936,-83.476685
"2304",29165214010,34.12733,-84.000746
"2305",29373405091,34.12733,-84.000746
"2306",29390086125,38.866034,-76.563291
"2317",30172997782,36.225961,-84.099011
"2323",29958703732,35.6333,139.683
"2339",31123548502,21.294712,-157.818689
"2344",30263992864,34.013298,-84.359078
"2470",33088544071,33.334841,-87.793647
"2471",33088542831,33.334841,-87.793647
"2475",32544924820,34.950976,-81.837325
"2482",33360592895,34.481418,-82.841351
"2495",33870611701,34.680148,135.830443
"2519",34818110583,37.313997,-77.409238
"2521",35254349026,31.027911,-87.364139
"2524",36342791582,39.495861,-86.064448
"2526",36264256515,35.439134,-82.486402
"2544",27414448908,32.533852,-85.893151
"2549",36845910496,30.974886,-84.722914
"2556",35979740284,38.549155,-76.594265
"2557",35979737994,38.549155,-76.594265
"2559",36364648100,38.866034,-76.563291
"2560",36714395366,38.866034,-76.563291
"2561",36364647900,38.866034,-76.563291
"2562",36364647720,38.866034,-76.563291
"2563",36364647730,38.866034,-76.563291
"2564",35952377503,38.866034,-76.563291
"2565",36760522035,38.87549,-76.564257
"2566",36760519185,38.87549,-76.564257
"2567",36760508915,38.86499,-76.550191
"2568",36621245021,38.86499,-76.550191
"2572",36507642516,34.95067,-85.296864
"2583",37251987335,35.651394,-82.239661
"2588",36834884666,35.723286,-83.513703
"2589",36203381513,34.035977,-84.567362
"2609",26239475579,39.041119,-76.726648
"2617",37594667044,35.486235,-79.176579
"2619",38098566711,37.263337,-81.236557
"2659",42100872715,34.957432,-85.297207
"2660",27780813438,34.957582,-85.296767
"2661",40290234015,34.957582,-85.296767
"2663",40059318715,40.779339,-73.963168
"2683",29449592498,33.817449,-78.674898
"2688",41762997765,34.043314,-118.555784
"2691",27749669227,33.806332,-84.336386
"2701",44070008152,31.523288,-91.378517
"2711",44133448275,34.927372,-82.722239
"2716",43581746765,35.183279,-83.381702
"2725",43063055114,35.697725,139.581236
"2726",31828732467,34.143577,-84.76546
"2728",45602594544,37.414913,-79.142648
"2730",45662818952,37.430272,-81.506262
"2739",43002350110,38.786714,-76.640539
"2759",30631379778,33.452802,-86.743745
"2761",43515706725,37.768722,-76.446
"2763",45701348602,36.16368,-85.517751
"2765",45559631402,35.596311,-82.576074
"2766",30632741157,33.746609,-84.392852
"2767",30625743737,35.592891,-82.572126
"2775",44454546714,36.946638,-83.183837
"2776",45092224342,33.555146,-86.614794
"2777",43327283300,33.556137,-86.614778
"2779",45084035801,35.582112,-82.593798
"2780",43240624120,35.582356,-82.594099
